date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:32:55	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Nov%202021%2009:32:56%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/post4.html	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/post4.html	(from http://duruthemes.com/demo/html/savoye/multipage-dark/blog2.html)
16:32:57	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Nov%202021%2009:32:58%20GMT	http://www.duruthemes.com/idesign/Roboto-v3/css/plugins/owl.video.play.png	C:/My%20Web%20Sites/project-dark-architecture/www.duruthemes.com/idesign/Roboto-v3/css/plugins/owl.video.play.63.delayed	(from http://duruthemes.com/demo/html/savoye/multipage-dark/css/plugins/owl.carousel.min.css)
16:33:10	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2019%20Sep%202021%2019:28:59%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/fonts/themify.eot	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/fonts/themify.eot	(from http://duruthemes.com/demo/html/savoye/multipage-dark/css/plugins/themify-icons.css)
16:33:24	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2019%20Sep%202021%2019:28:59%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/fonts/themify.eot?	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/fonts/themifyd41d.eot	(from http://duruthemes.com/demo/html/savoye/multipage-dark/css/plugins/themify-icons.css)
16:33:33	56108/56108	---M--	200	added ('OK')	font/woff	date:Sun,%2019%20Sep%202021%2019:28:59%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/fonts/themify.woff	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/fonts/themify.woff	(from http://duruthemes.com/demo/html/savoye/multipage-dark/css/plugins/themify-icons.css)
16:33:34	610419/610419	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:16%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/blog/2.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/blog/2.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/blog.html)
16:33:36	234269/234269	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2019%20Sep%202021%2019:28:59%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/fonts/themify.svg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/fonts/themify.svg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/css/plugins/themify-icons.css)
16:33:37	349293/349293	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:15%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/blog/4.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/blog/4.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/blog.html)
16:33:37	1779/1779	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Sep%202021%2019:29:07%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/css/plugins/close.png	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/css/plugins/close.png	(from http://duruthemes.com/demo/html/savoye/multipage-dark/css/plugins/YouTubePopUp.css)
16:33:42	78584/78584	---M--	200	added ('OK')	font/ttf	date:Sun,%2019%20Sep%202021%2019:28:59%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/fonts/themify.ttf	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/fonts/themify.ttf	(from http://duruthemes.com/demo/html/savoye/multipage-dark/css/plugins/themify-icons.css)
16:33:42	663821/663821	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:17%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/blog/3.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/blog/3.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/blog.html)
